business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories
VT1oGkCR3j7oHh2FpQf-jA,Kennedy's Automotive Center,205 S Salinas St,Santa Barbara,CA,93103,34.425,-119.67036,4.5,58,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto Repair, Oil Change Stations, Automotive"
a1JAMs2BJfASI3FUYriwsg,O'Hara Chiropractic,"25 Carlo Dr, Ste B",Goleta,CA,93117,34.43976,-119.83701,4.5,19,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical Therapy, Chiropractors, Health & Medical"
5bDjg02rlg6ODEUT-UQT-A,Rodney's Grill,633 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4168,-119.67728,3.5,39,0,NA,TRUE,FALSE,3,NA,FALSE,FALSE,NA,'paid',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,FALSE,FALSE,TRUE,NA,u'full_bar',FALSE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,NA,NA,NA,NA,NA
08QByQ6e7sLEiM7tS-5suQ,Grill Service Man,,Santa Barbara,CA,93101,34.42033,-119.71075,5,11,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, Home Services, Grill Services, Appliances & Repair, Home Cleaning"
rRYHEKQIdiBa1z681ZWMBA,Rapid Recovery Hydration Solutions,"9570 S McCarran Blvd, Ste 108",Reno,CA,89523,39.51465,-119.85942,5,37,1,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
v0O7QnfU6yaO3RFu6pkM5g,Paperback Alley Used Books,5840 Hollister Ave,Goleta,CA,93117,34.43605,-119.82762,4.5,33,1,FALSE,TRUE,TRUE,1,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uWis-KTU95FrvtcgBnNI7w,Cos Bar Montecito,1253 Coast Village Rd,Santa Barbara,CA,93108,34.42089,-119.64216,3.5,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cBZJKUdFNSKHLI27Efy-uQ,GoToCafe,"7414 Hollister Ave, Ste B3",Goleta,CA,93117,34.43034,-119.88676,4.5,5,0,NA,TRUE,NA,2,NA,TRUE,TRUE,NA,u'free',NA,NA,NA,TRUE,TRUE,FALSE,NA,u'none',FALSE,'casual',NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Cafeteria, Food Delivery Services, Restaurants, American (New), Mexican"
kSHK3BFJFYmVM2luyzuuow,Axxess Card,"1616 Chapala St, Ste 1",Santa Barbara,CA,93101,34.42666,-119.71121,3.5,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Professional Services, Advertising"
Hl_vXTiYLozWo7T9Cq17vw,Aperitivo,7 W Haley St,Santa Barbara,CA,93101,34.41645,-119.69567,5,47,1,NA,TRUE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,u'no',NA,TRUE,NA,TRUE,FALSE,NA,NA,u'beer_and_wine',NA,NA,NA,TRUE,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Desserts, Food, Bars, Wine Bars, Coffee & Tea, Nightlife, Tapas/Small Plates, Restaurants"
z1djuOmMtpV38kQSJe-JMQ,Pacific Pain Physicians,"222 W Pueblo St, Ste B",Santa Barbara,CA,93105,34.43113,-119.72164,2.5,26,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical Therapy, Doctors, Medical Centers, Professional Services, Health & Medical, Pain Management"
dld9HhmtWlZwM-8evbtUlQ,Super Bee Rescue and Removal,25 Northridge Rd,Santa Barbara,CA,93105,34.45382,-119.74263,5,14,1,FALSE,TRUE,FALSE,1,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pest Control, Food, Honey, Local Services"
k4gN_hhUo-UD5HFmg8RHcA,"Gotelli W Andrew, DDS - Sowins & Gotelli","1515 State St, Ste 3",Santa Barbara,CA,93101,34.4265,-119.7091,5,5,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oral Surgeons, General Dentistry, Cosmetic Dentists, Dentists, Periodontists, Health & Medical"
dO8mWdDY04Bxejg2AQ6mew,Optometry Care Santa Barbara,"1629 State St, Ste 1",Santa Barbara,CA,93101,34.42767,-119.71082,4,37,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Optometrists"
JOk_DOe-UUs7NxkEglNvKw,Beauty By V Hair Studio,"110 E Gutierrez, Ste 5",Santa Barbara,CA,93101,34.4172,-119.69265,4,5,1,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{'straightperms': False, 'coloring': True
oKY8VRvUNJFFuzEkkV2VNQ,Simply Automotive,5921 Matthews St,Goleta,CA,93117,34.43005,-119.82928,5,25,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automotive, Auto Repair"
zYTQOpgMSMaFNkcCAvJR3Q,Arturo's Taqueria,226 S Milpas St,Santa Barbara,CA,93103,34.4188,-119.6753,3.5,6,0,NA,TRUE,NA,1,NA,TRUE,FALSE,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,FALSE,FALSE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'casual': False},NA,TRUE,NA,u'average',NA,NA,NA,NA,NA
DfKEpNI5V1Nt8ZBe1E5JhA,Head West,"21 W Victoria St, Ste C",Santa Barbara,CA,93101,34.42353,-119.70626,5,12,1,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ikd-liv_W1iGT-MHrqWFHA,Angels Nail & Spa,1825 State St,Santa Barbara,CA,93101,34.42947,-119.71317,4.5,181,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTV1oCzHcguAMs6JnEX3rw,Adobe Pet Hospital,3230 State St,Santa Barbara,CA,93105,34.44069,-119.73368,4.5,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veterinarians, Pets"
gYrHa4CckDjgOQc5B-yTKA,Reds Bin 211,211 Helena Ave,Santa Barbara,CA,93101,34.41466,-119.69156,4,101,0,NA,TRUE,TRUE,2,NA,FALSE,FALSE,FALSE,'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,FALSE,FALSE,NA,u'full_bar',FALSE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,'average',NA,NA,NA,NA
NOC3lY0-7oM5bjLl6rAkRA,NRG Clean Power,414 Olive St,Santa Barbara,CA,93101,34.42168,-119.68889,5,10,1,NA,TRUE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heating & Air Conditioning/HVAC, Roofing, Automotive, EV Charging Stations, Home Services, Solar Installation"
yuHv4P8RUG8rWKnx50azWA,Alchemy Cafe,35 W Haley St,Santa Barbara,CA,93101,34.41575,-119.69636,3,12,0,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'beer_and_wine',FALSE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,u'quiet',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False
w8fA94jzTNiGAIZz87y9Cw,Baja Fresh,"7127 Hollister Ave, Ste 30",Goleta,CA,93117,34.42829,-119.87667,3,6,0,NA,TRUE,NA,1,NA,TRUE,FALSE,TRUE,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,FALSE,FALSE,NA,u'none',TRUE,'casual',NA,NA,TRUE,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acGar5SCfNF2v2Vx7EX6dQ,Salon Patine,3206 State St,Santa Barbara,CA,93105,34.44074,-119.73267,4.5,267,1,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HcCHBWHURM39L17JbpUrNw,Cantwells Summerland Market,2580 Lillie Ave,Summerland,CA,93108,34.41915,-119.59162,3.5,49,0,NA,TRUE,TRUE,2,NA,TRUE,FALSE,NA,u'paid',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,FALSE,FALSE,NA,u'beer_and_wine',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,u'very_loud',NA,NA,NA,NA
oyeQJrF4Kf0oLY0oIc3J6g,The Good Feet Store,"3905 State St, Ste 6",Santa Barbara,CA,93105,34.44032,-119.75182,3.5,10,1,NA,TRUE,NA,NA,NA,FALSE,TRUE,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orthotics, Health & Medical"
pOpHitZK3f9Qtg6kmD1UHA,The Loop Apartments,6533 Trigo Rd,Isla Vista,CA,93117,34.41084,-119.85524,3,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Real Estate, Apartments"
u28l13rNzuNpyQAv3ypwLg,Waxing by Cody Marie,"510 State St, Ste 215",Santa Barbara,CA,93101,34.4171,-119.69568,5,51,1,TRUE,TRUE,TRUE,1,NA,NA,NA,NA,u'no',{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fHUAs1ec568wu-a_mRq7Rw,Jack in the Box,3747 State St,Santa Barbara,CA,93105,34.44018,-119.74417,1.5,49,1,NA,TRUE,TRUE,1,NA,FALSE,TRUE,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,FALSE,TRUE,FALSE,NA,u'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,TRUE,'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False
Zr2zWbB62d88gkSw1Zkbaw,Exclusive Nails By Alejandra,714 N Milpas St,Santa Barbara,CA,93103,34.42862,-119.6883,5,8,0,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xHG-xznai_fgceFDl6xn5w,Rori's Artisanal Creamery,1024-D Coast Village Rd,Montecito,CA,93108,34.42273,-119.6519,4.5,240,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e8IBUW8tO5XlmgD4fSMtqA,Taco Bell,140 N. Fairview,Goleta,CA,93117,34.44226,-119.83039,3,45,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,'free',{'garage': None, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'none',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},FALSE,TRUE,TRUE,'quiet',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True
cJjzBIPfMmps5NhNowKPpA,Norton's Pastrami and Deli,226 S Milpas St,Santa Barbara,CA,93103,34.4188,-119.6753,4,46,0,NA,TRUE,TRUE,2,NA,TRUE,FALSE,TRUE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,FALSE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,u'average',NA,NA,NA,NA
IljCDlZnTftfZEruqa4sRQ,The Funk Zone,34 Anacapa St,Santa Barbara,CA,93101,34.41445,-119.68918,4,43,1,FALSE,TRUE,TRUE,2,FALSE,NA,NA,NA,'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,u'full_bar',FALSE,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True},NA,TRUE,NA,'average',NA,FALSE,u'outdoor',{'dj': False}
q3uEFx4AIthiOmTf0KFiIQ,Fancy Nails,"220 W Carrillo St, Ste 3",Santa Barbara,CA,93101,34.41908,-119.70498,3,79,1,FALSE,TRUE,TRUE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uPaVoR6XHk12KT9KTr1WFw,ASIE,511 State St,Santa Barbara,CA,93101,34.41693,-119.69615,3,149,1,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,u'beer_and_wine',NA,NA,{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None},TRUE,NA,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False
OnkpsX-brf0roE1ikSYNPg,Chase Bank,901 Embarcadero Del Norte,Goleta,CA,93117,34.41298,-119.85561,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banks & Credit Unions, Financial Services"
jobplOWnC-90opR4QNnDPg,Stuttgart Motors,421 Anacapa St,Santa Barbara,CA,93101,34.41724,-119.69394,5,17,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automotive, Auto Repair"
30UDzHVB5Di80kAovPr21w,Robyn Loves Cake,619 E Gutierrez,Santa Barbara,CA,93103,34.42299,-119.687,5,11,0,NA,FALSE,NA,3,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aaDQITpsn2R_dH0LoCI_5A,Wagner Chiropractic,2922 De La Vina St,Santa Barbara,CA,93105,34.43817,-119.72719,5,26,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiropractors, Health & Medical"
qovNOicSV1A2xyVh9LLeUg,Yoga105鎺?3891 State St,Santa Barbara,CA,93105,34.44004,-119.75064,4,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Active Life, Fitness & Instruction, Yoga",
0c28ysQJ_M1fVToTFV-FWQ,Wingman Rodeo - Montecito Street,235 W Montecito St,Santa Barbara,CA,93101,34.41171,-119.69605,4,44,1,NA,NA,NA,2,NA,None,None,NA,NA,{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False},NA,NA,TRUE,TRUE,NA,NA,u'full_bar',NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pQh2GzkAnbLKiDqEpxcylQ,Barbieri & Kempe: Wine,"1114 State St, Unit 26",Santa Barbara,CA,93101,34.42304,-119.70334,5,11,1,FALSE,TRUE,TRUE,NA,NA,TRUE,FALSE,NA,u'free',NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bars, Wine Bars, Nightlife, Specialty Food, Cheese Shops, Wineries, Arts & Entertainment, Wine Tasting Room, Food"
e4qN8bYnM6C5TysmV6qIgA,805 Makeup,,Santa Barbara,CA,93101,34.42033,-119.71075,5,19,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wedding Planning, Makeup Artists, Hair Salons, Event Planning & Services, Beauty & Spas"
KuJk57adEjp4JP01ZAkQvw,Santa Barbara Autowerks,515 Fig Ave,Santa Barbara,CA,93101,34.41642,-119.69685,5,79,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto Parts & Supplies, Auto Repair, Automotive, Transmission Repair"
GSOu9eugfZRtCndhMSEiNQ,Best Western Plus Santa Barbara,2220 Bath St,Santa Barbara,CA,93105,34.43025,-119.72086,3.5,177,1,NA,TRUE,NA,2,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Estate, Event Planning & Services, Apartments, Home Services, Hotels & Travel, Hotels"
EO-Z3BIndjFQmkmj-b99ww,Kitson,"651 Paseo Nuevo, Ste 101",Santa Barbara,CA,93101,34.41971,-119.70061,3.5,22,0,NA,TRUE,FALSE,3,NA,NA,NA,NA,NA,{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
035gK3ASKDns-ojUSnV4IA,Rosewood Miramar Beach,1759 S Jameson Ln,Montecito,CA,93108,34.42099,-119.62856,3.5,189,1,NA,TRUE,NA,4,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hotels & Travel, Hotels, Event Planning & Services, Restaurants, Piano Bars, Nightlife"
P4iSUTRcSRfO3ugjdWM-0Q,Susan Bonanno - Finance of America Mortgage,"1129 State St, Ste 8",Santa Barbara,CA,93101,34.42302,-119.70437,5,8,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortgage Brokers, Real Estate, Home Services, Financial Services"
yIAgFdYQY3UdfDn-qO0K7g,Arts & Letters Cafe,7 E Anapamu St,Santa Barbara,CA,93101,34.42382,-119.7043,4.5,67,0,NA,TRUE,TRUE,2,NA,FALSE,FALSE,TRUE,u'no',{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,FALSE,TRUE,NA,u'full_bar',FALSE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,FALSE,NA,u'quiet',NA,NA,NA,NA
0eDtbcIiQYE4Ks3Zcd-NtA,Chase Palm Park Plaza,236 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4149,-119.68596,4.5,8,1,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HyuVFOdV2vkxFxMwQugjsg,Casa Landscape Maintenance,,Santa Barbara,CA,93103,34.42717,-119.6725,3,6,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, Pest Control, Gardeners, Irrigation, Home Services, Landscaping"
c0p9TawJSQHchy5aL8NWgQ,Rosales Mexican Restaurant,827 E Montecito St,Santa Barbara,CA,93103,34.42431,-119.68328,4.5,227,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': False},NA,NA,FALSE,TRUE,FALSE,NA,u'beer_and_wine',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True
g6VJ6y-AzDGQy0Gj91UvUw,Unbearable,12 W Haley St,Santa Barbara,CA,93101,34.41648,-119.69602,4,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None},NA,TRUE,NA,NA,NA,NA,NA,{u'dj': False, u'live': None, u'jukebox': None, u'video': False, u'background_music': False
bC6H-u79_fyLVZwx-N6riQ,Skin Deep,3405 State St,Santa Barbara,CA,93105,34.44035,-119.73694,4,69,1,FALSE,TRUE,FALSE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
