"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.WiFi","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsGoodForGroups"
"12508","10:0-16:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-20:0","","","","","","","","","","","",""
"12510","Pud2rnFwby48KD1qSaAAXg","Bodega","5901 N Florida Ave","Tampa","FL","33604","28.00095"," -82.45907","4.5"," 215","0","u'free'"," 'street': True","True","True","False","True"
"12518","eSHOzoSapng1c7BN3CBn9A","The Fat Rabbit Pub","16029 Tampa Palms Blvd W","Tampa","FL","33647","28.09823"," -82.39901","4.5"," 278","1","u'free'"," 'street': True","True","True","True","True"
"12535","780_nUhiJwP-SAGvh9tVxg","Vallarta's Mexican Restaurant","11345 State Rd 54","Odessa","FL","33556","28.19131"," -82.62676","3.5"," 124","1","'free'"," 'street': False","True","True","True","True"
"12539","","","","","","","","","","","","","","","","",""
"12545","k7ESc-3Odp6t9-V17YDipA","Chuck Lager America's Tavern","2001 Piazza Ave, Ste 175","Wesley Chapel","FL","33543","28.18775"," -82.34922","4.0"," 135","1","u'free'"," 'street': False","True","True","True","True"
"12549","15:0-3:0","15:0-3:0","15:0-3:0","15:0-4:0","15:0-4:0","19:0-3:0","","","","","","","","","","",""
"12579","jnNEkOCTFHyLB37HAzM1iQ","Hooks Sushi Bar & Thai Food","1210 9th St N","Saint Petersburg","FL","33705","27.78375"," -82.64688","3.5"," 254","1","u'no'"," 'street': True","True","False","True","True"
"12587","eWjhGqkJhHnJDuGmN2e7vA","Salem's Fresh Eats","4004 E Hillsborough Ave","Tampa","FL","33610","27.99650"," -82.41341","3.5","  28","1","u'free'"," 'street': False","False","False","True","True"
"12590","SgQYWN_U5nyKofiCewopMg","Chili's","8402 Citrus Park Dr","Tampa","FL","33625","28.06557"," -82.57695","3.0","  84","1","'free'"," 'street': False","True","False","True","True"
"12593","CADaY34LnEGjpSpU7Lee8w","Surfside Taphouse","395 Mandalay Ave","Clearwater","FL","33767","27.97841"," -82.82727","3.5"," 334","1","'free'"," u'garage': None","True","True","True","True"
"12608","tfBfrVrZwX6OlB_oZqkwkg","Ocean Blue Sushi Bar","13030 N Dale Mabry Hwy","Tampa","FL","33618","28.06451"," -82.50571","3.0"," 108","0","u'no'"," 'street': False","True","True","True","False"
"12614","","","","","","","","","","","","","","","","",""
"12620","tIn50MCSKmCHkCposC0P2A","China Latina","3715 E Busch Blvd","Tampa","FL","33612","28.03225"," -82.41702","3.0","  27","1","u'free'"," 'street': False","False","False","False","True"
"12626","IIgBrAU8k-OI8PjmLvegHg","Beef 'O' Brady's","8810 N Himes Ave","Tampa","FL","33614","28.03528"," -82.50114","3.0","  33","1","u'free'"," 'street': None","True","True","True","True"
"12649","lB0QRhfNQQI0-Znf7hkBXA","Wabi Sabi Japanese Fusion Cafe","35583 US Hwy 19 N","Palm Harbor","FL","34684","28.09537"," -82.73950","4.0","  70","1","u'free'"," 'street': True","True","False","True","True"
"12650","z04btlhvr9rmQ00k1yVMog","China Taste","13887 W Hillsborough Ave","Tampa","FL","33635","28.03501"," -82.64591","4.0","  34","1","u'no'"," 'street': True","False","False","False","True"
"12662","","","","","","","","","","","","","","","","",""
"12664","5p2Q-L9V5KYDelMExQNfNg","Jimmy John's","4546 W Kennedy Blvd","Tampa","FL","33609","27.94460"," -82.52199","2.5","  30","1","u'no'"," 'street': False","False","True","True","True"
"12673","12:0-0:0","12:0-0:0","12:0-0:0","12:0-0:0","12:0-0:0","12:0-0:0","","","","","","","","","","",""
"12674","mK4gpsdN7qqb2MMUYbQb7A","The Bait House Tackle & Tavern","45 Causeway Blvd","Clearwater Beach","FL","33767","27.97697"," -82.82452","4.5"," 651","1","u'no'"," 'street': True","True","True","True","True"
"12691","1gCKY-dGAFKvZVTkKmjNXg","Pete's Place South Tampa","4145 Henderson Blvd","Tampa","FL","33629","27.92740"," -82.51370","4.0","  55","1","u'free'"," 'street': False","True","False","True","False"
"12702","TmDMokXxv-js81viBxojKA","A Slice Of New York","7141 Gulf Blvd","St Pete Beach","FL","33706","27.74010"," -82.75003","3.5","  61","0","u'free'"," 'street': True","False","False","True","True"
"12721","lS6m6n1u7jh73i-ivIuUiw","Flippers Pizzeria","13149B Dale Mabry Hwy","Tampa","FL","33618","28.06598"," -82.50209","4.0","  72","0","'free'"," 'street': False","True","True","True","True"
"12736","fwi4Cd3SjeNCpbN4CeMWNA","Got Sushi?- Japanese Steakhouse","1138 94th Ave N","Saint Petersburg","FL","33702","27.85749"," -82.64872","4.0","   5","0","'free'"," 'street': False","True","False","True","True"
"12750","PGu9UZpJ828EOiv3TBoT3A","Inception Bar and Grill","250 Apollo Beach Blvd","Apollo Beach","FL","33572","27.77157"," -82.39503","2.5","  12","0","u'no'"," 'street': False","True","True","True","True"
"12767","","","","","","","","","","","","","","","","",""
"12773","NrKVh-Y8Sfu9-He9988DBQ","Tequilas","1613 E 7th Ave","Tampa","FL","33605","27.96005"," -82.44102","3.0"," 243","0","'free'"," 'street': True","True","True","True","False"
"12782","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","12:30-20:0","","","","","","","","","","",""
"12785","UiN0rLzx39wVq9XpEOo26A","The Salty Crab Bar & Grill - North Beach","462 Mandalay Ave","Clearwater Beach","FL","33767","27.98073"," -82.82735","4.5"," 154","1","u'free'"," 'street': True","True","True","True","True"
"12796","oK_d5XCaJH2QEoBIP1n5ZQ","The One Night Stand","1602 E State Rd 60","Valrico","FL","33594","27.93819"," -82.26075","3.5","  19","0","'free'"," 'street': False","True","True","True","False"
"12797","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","","","","","","","","","","","",""
"12813","VJf43klnGMmKFSzYJ19vEg","4th Street Shrimp Store","1006 4th St N","Saint Petersburg","FL","33701","27.78210"," -82.63887","4.0"," 312","1","u'no'"," 'street': False","True","True","True","True"
"12823","pGM44vXYa6lke-dU4h-xpA","Olive Garden Italian Restaurant","2801 E Busch Blvd","Tampa","FL","33612","28.03222"," -82.42811","3.0"," 112","1","'free'"," 'street': False","False","False","False","True"
"12825","n9rqxJ426kxZ84Bs8S5e9Q","Campitiello's Restaurant & Pizzeria","5375 Spring Hill Dr","Spring Hill","FL","34606","28.45938"," -82.62477","3.5","  42","0","u'no'"," 'street': False","True","False","True","True"
"12849","y4PxSBhFPrJ2TGaaCLh1RQ","Chile Verde Authentic Mexican Food","2801 22nd Ave N","Saint Petersburg","FL","33713","27.79233"," -82.67175","4.0"," 289","1","'no'"," u'garage': False","False","True","True","True"
"12850","SZNnDfhSryMHfZCfifHl7w","WingHouse Bar & Grill","5003 US Highway 301 N","Tampa","FL","33610","27.99253"," -82.35778","3.5"," 146","1","u'free'"," 'street': False","True","True","True","False"
"12857","rE5uySmc9eaADCXUaE0zEQ","LongHorn Steakhouse","1820 NW Shore Blvd","Tampa","FL","33607","27.95854"," -82.52449","3.5"," 115","1","'free'"," 'street': False","True","False","True","True"
"12874","ZbjlLNcnTpemOsqX96692w","Mad Beach Craft Brewing","12945 Village Blvd","Madeira Beach","FL","33708","27.78631"," -82.78329","4.0"," 526","1","'free'"," 'street': True","False","True","True","True"
"12878","P0Srfh95MNKRWc1wYRVnfg","U Poke Spot","5001 E Fowler Ave, Unit F","Tampa","FL","33617","28.05367"," -82.40123","4.5"," 212","1","'free'"," 'street': False","False","None","False","True"
"12906","16:0-23:0","16:0-23:0","16:0-23:0","14:0-3:0","14:0-1:0","14:0-22:0","","","","","","","","","","",""
"12908","YcvXLSlXX2lQQK1vW5U2gA","Codys Original Roadhouse","27405 Wesley Chapel Blvd","Wesley Chapel","FL","33544","28.23850"," -82.36275","2.5","  83","0","'no'"," 'street': False","True","False","True","True"
"12913","abQJFRyx-VsRDs7voU0zvQ","The Grateful Fed Pub","711 3rd Ave S","St. Petersburg","FL","33701","27.76867"," -82.64344","3.5","  24","0","u'free'"," 'street': True","False","True","True","True"
"12916","rOpmAjGAex-oboy3IfAncQ","Horse and Jockey British Pub & Restaurant","1155 Pasadena Ave S","South Pasadena","FL","33707","27.75854"," -82.73712","4.0"," 158","1","u'free'"," 'street': False","True","True","True","True"
"12927","EVr8s6BwmJaD135cBJgoVA","ASIE Pan-Asian","437 Central Ave","Saint Petersburg","FL","33701","27.77140"," -82.63929","4.5","  63","0","'no'"," 'street': True","True","True","True","False"
"12928","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","","","","","","","","","","","",""
"12954","exStLRsVr6tgVC8yys6vMA","Rib City","1550 66th Street North","St. Petersburg","FL","33710","27.78636"," -82.72875","3.5","  71","0","u'no'"," 'street': False","False","False","False","True"
"12955","7RUjFb0H1LYbsbJcz6G1zQ","The Mill","109 W Bloomingdale Ave","Brandon","FL","33511","27.89304"," -82.28672","4.0","  92","0","'free'"," 'street': False","True","True","True","True"
"12972","_WXisiele6N-scYh2m8Gmw","Carrabba's Italian Grill","11435 N Dale Mabry Hwy","Tampa","FL","33618","28.05258"," -82.50348","3.5","  91","1","'free'"," 'street': False","True","True","True","True"
"12985","Ef9jqvIH44oHlYnaIFlzxA","Nazca Bar & Grill","5915 Memorial Hwy, Ste 112","Tampa","FL","33615","27.98636"," -82.57026","4.0","  25","0","u'free'"," 'street': True","True","True","True","True"
"13008","wvpCkbe7IGJMm2QFboJvyQ","GrillSmith","459 Brandon Town Ctr Dr","Brandon","FL","33511","27.93093"," -82.32302","4.0","  33","0","u'free'"," 'street': False","True","True","True","True"
"13011","yzlnxBGlHphac8QtzbIE6g","Cooters Restaurant & Bar","423 Poinsettia Ave","Clearwater Beach","FL","33767","27.97919"," -82.82617","3.5"," 647","1","u'free'"," 'street': True","True","True","True","True"
"13029","PlXKzgMn-_AvF24L043nKg","Iron Oak New American BBQ","917 11th St","Palm Harbor","FL","34683","28.07705"," -82.76611","3.5"," 195","0","u'free'"," 'street': True","True","True","True","True"
"13050","1WrEcdlWD1dmvqn8TDoc3g","Irish Kelly's","734 Pinellas Ave","Tarpon Springs","FL","34689","28.14024"," -82.75726","3.0","  20","0","u'free'"," 'street': False","True","False","True","True"
"13051","11:30-22:0","11:30-0:0","11:30-2:0","11:30-2:0","11:30-21:0","","","","","","","","","","","",""
"13052","6_37iH47aHnMODiXVl-gUg","Toby's Original Little Italy Pizza","3523 49th St N","Saint Petersburg","FL","33710","27.80462"," -82.69906","4.0"," 297","1","'free'"," 'street': False","False","False","True","True"
"13081","BsW3-SdZ0X7NYnb-EwwXzg","Graze 1910","1910 N Ola Ave","Tampa","FL","33602","27.96091"," -82.46414","4.0"," 152","1","'free'"," 'street': True","False","True","False","True"
"13090","","","","","","","","","","","","","","","","",""
"13094","JNOW_mK5G4vUCuGmpHavJg","The Grand Siam Lounge","2325 Ulmerton Rd, Ste 28","Clearwater","FL","33762","27.89465"," -82.66702","3.5","  96","0","'free'"," 'street': False","True","True","True","True"
"13100","SqnMmUeoWrc5g66wAHOq4g","Caffeine Roasters","212 E Cass St","Tampa","FL","33602","27.95141"," -82.46015","4.5"," 132","1","u'free'"," 'street': True","False","True","False","False"
"13102","pc8D9b_rnL_I8ak91tKjsg","Rocco's Tacos and Tequila Bar - Tampa","2223 N Westshore Blvd, International Plaza","Tampa","FL","33607","27.96467"," -82.52064","3.5"," 736","1","'free'"," 'street': False","True","True","True","True"
"13135","jJYjNEI8o2q1S9k89ndRTg","Rosati's Pizza","3437 Lithia Pinecrest Rd","Valrico","FL","33596","27.89246"," -82.24187","3.5","  91","1","u'free'"," 'street': False","False","False","False","True"
"13137","8cvkk0HB-F2Irctug1h3SA","Doormét","1155 S Dale Mabry Hwy, Ste 12","Tampa","FL","33629","27.93262"," -82.50632","4.5"," 190","1","u'free'"," 'street': False","False","None","True","True"
"13151","5e93fSjm9AntMiwtN7dQ_g","The River's Edge Bar and Grill","6226 Ohio Ave","Gibsonton","FL","33534","27.85678"," -82.38093","4.0","  88","1","'no'"," 'street': False","True","True","True","False"
"13207","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","10:0-21:0","","","","","","","","","","",""
"13210","38PnbJvCrsJYvEzzb4ytfQ","Show-Me's","11402 N 30th St","Tampa","FL","33612","28.05226"," -82.42667","3.0","   9","0","u'free'"," 'street': False","True","True","True","True"
"13215","_irkfTC6a4KIqfKy1HIHCA","Rain Japanese Sushi Bar & Thai","5267 Park St N","St. Petersburg","FL","33709","27.81963"," -82.75340","4.5"," 118","1","u'free'"," 'street': False","True","False","True","True"
"13234","","","","","","","","","","","","","","","","",""
"13240","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","11:0-2:0","","","","","","","","","","",""
"13254","q6Rln6JUAr8ALqbTNZs2ag","Pane Rustica","3225 S Macdill Ave","Tampa","FL","33629","27.91573"," -82.49467","4.5"," 468","1","u'free'"," 'street': False","False","True","True","True"
"13255","yuPV-yc5g-c2Y6v_V3fAUw","The Attic","1510 E 8th Ave","Tampa","FL","33605","27.96109"," -82.44239","4.0","  13","1","u'free'"," 'street': True","True","False","False","False"
"13256","","","","","","","","","","","","","","","","",""
"13269","1ZDFYvYjBqmz4z8u_CKDNg","Harold Seltzers Steakhouse","2930 Gulf To Bay Blvd","Clearwater","FL","33759","27.96103"," -82.71604","3.5","  61","1","u'free'"," 'street': False","True","True","True","True"
"13277","K4ogLNLcwYNnwulNW8ikSg","E & E Stakeout Grill","100 Indian Rocks Rd N, Ste 100","Belleair Bluffs","FL","33770","27.91796"," -82.81710","4.0"," 298","1","u'free'"," 'street': False","True","True","True","False"
"13303","TSqT8OhLwmDZi8rC-A0CZQ","Tequila Mockingbird Bar and Grille","109 8th Ave","Saint Petersburg Beach","FL","33706","27.68823"," -82.73717","3.0","   9","0","'free'"," 'street': False","True","True","True","True"
"13305","g2FmJOHqaYFuRnPuMCcEoQ","Smiley's Snack Shack","3700 Gulf Blvd","St. Pete Beach","FL","33706","27.71351"," -82.73815","4.5"," 160","0","'no'"," 'street': False","True","True","True","True"
"13312","cEuWViAZWCQEG-jbKaOv2g","Beef 'O' Brady's","9331 E Adamo Dr","Tampa","FL","33619","27.94879"," -82.34810","3.0","  24","0","'free'"," 'street': False","True","True","True","True"
"13318","m5sJOVp2g1ZhSUgsoGxfbw","The Pub at Safety Harbor","103 8th Ave N","Safety Harbor","FL","34695","27.99114"," -82.69535","4.0","  87","1","'no'"," 'street': True","True","True","True","False"
"13325","v7QNBLegUpSQD74lhXx15A","Sea Dog Brewing - Clearwater","26200 US Hwy 19 N","Clearwater","FL","33761","28.00979"," -82.73264","3.0"," 119","0","u'free'"," 'street': False","True","True","True","True"
"13328","17:0-3:0","17:0-3:0","17:0-3:0","17:0-3:0","17:0-3:0","17:0-3:0","","","","","","","","","","",""
"13333","hZtDA2MptLT7zdhDQ5bKRQ","Applebee's Grill + Bar","8537 Little Rd","New Port Richey","FL","34654","28.28160"," -82.67642","2.5","  67","1","'free'"," 'street': None","True","True","True","True"
"13361","iqQCSTq604MRbrUwMNBeug","Anaar Bar & Grill","4110 Henderson Blvd","Tampa","FL","33629","27.92738"," -82.51325","4.0","  51","0","u'free'"," 'street': False","True","False","True","True"
"13363","AlH5V97JSAu7AL_xdibMIg","Bahama Breeze","3045 N Rocky Pt Dr E","Tampa","FL","33607","27.96978"," -82.56274","3.5","1099","1","u'free'"," 'street': False","False","True","True","True"
"13365","WJ7Su84c72jtPmUCS_hhcA","Beach Fire Beach Bar & Grille","608 Mandalay Ave","Clearwater Beach","FL","33767","27.98598"," -82.82680","3.0"," 118","1","'no'"," u'garage': None","True","True","True","True"
"13366","EfYHJN8e-VRIfWyML19gSg","California Tacos To Go","808 S Dale Mabry Hwy","Tampa","FL","33609","27.93518"," -82.50533","3.5"," 260","0","u'free'"," 'street': False","False","True","True","True"
"13378","s2FmB9YjpULaowp1rKDtvw","Hogan's Beach","7700 W Courtney Campbell Cswy","Tampa","FL","33607","27.96713"," -82.57040","2.5"," 284","0","u'no'"," 'street': False","True","True","True","True"
"13384","QpyvUColtSYH5VtkcrN6Xw","Metro Diner","4011 West Kennedy Blvd","Tampa","FL","33609","27.94519"," -82.51001","4.5"," 628","1","'free'"," 'street': False","False","True","True","True"
"13404","FSTLTRc_7BTgv99kWSnhIw","Cuban Foodies","13855 W Hillsborough Ave","Tampa","FL","33635","28.03426"," -82.64440","4.5"," 130","1","u'free'"," u'garage': False","True","True","True","True"
"13423","Pe-Umwef-sX1Hesq3t1mCw","Outback Steakhouse","10860 State Rd 54","New Port Richey","FL","34655","28.19130"," -82.63545","3.0"," 108","1","'no'"," 'street': False","True","False","True","True"
"13428","DxXFnkSEiC9f3FwbE_nLRw","Yard of Ale Soho","406 S Howard Ave","Tampa","FL","33606","27.94057"," -82.48275","3.0"," 102","1","'free'"," 'street': False","True","True","True","False"
"13431","7QEJKb5jKaevJonzoIDv7g","WingHouse Bar & Grill","7790 US Hwy 19","Pinellas Park","FL","33781","27.84238"," -82.68652","3.0","  75","1","u'free'"," 'street': False","True","True","True","True"
"13436","zKJtshIoSsDlWsCcZUmzZw","TGI Fridays","18001 Highwoods Preserve Pkwy","Tampa","FL","33647","28.13029"," -82.36688","2.5"," 125","1","u'free'"," 'street': False","True","True","True","True"
"13437","11:0-2:0","10:30-2:0","10:30-2:0","11:0-2:0","11:0-2:0","","","","","","","","","","","",""
"13445","vKTTtmv9-xoM9IecE68DpA","Grillsmith - Carrollwood","14303 N Dale Mabry Hwy","Tampa","FL","33618","28.07718"," -82.50611","4.0"," 350","1","u'free'"," 'street': False","True","True","True","True"
"13453","g7MCrGz4IsaemAYcXrWPHg","Six Ten Brewing","7052 Benjamin Rd","Tampa","FL","33634","28.01446"," -82.54226","4.5"," 132","1","'free'"," 'street': False","False","True","True","True"
"13467","OLKGZL0OVufGZyi2m8JdYA","Hard Rock Cafe","4100 George J Bean Pkwy","Tampa","FL","33607","27.98164"," -82.53446","3.0"," 107","1","'free'"," 'street': False","True","False","True","True"
"13484","hV0rmTB2S2fYzjQKlHtKuw","Haven","2208 W Morrison Ave","Tampa","FL","33606","27.93354"," -82.48273","4.0"," 372","1","u'free'"," 'street': False","True","True","True","False"
"13489","WVMfxStC0JxoA72nq-9QCg","Pelagia Trattoria","4200 Jim Walter Blvd","Tampa","FL","33607","27.96551"," -82.52013","4.0","  71","0","'free'"," 'street': False","True","True","True","False"
"13492","gz5XxmVH7qZ7U4TigPd-qQ","Irie Fire Jamaican-American Grill","351 W Bay Dr","Largo","FL","33770","27.91632"," -82.79188","3.0","  45","0","u'free'"," 'street': False","True","True","True","True"
"13512","6NFKMheqAVk9Sa2hqssAMw","Red Robin Gourmet Burgers and Brews","28222 Willet Way","Wesley Chapel","FL","33543","28.18688"," -82.34961","3.5"," 167","1","u'no'"," 'street': False","True","False","True","True"
"13528","5fSPNlVUBGMExOy9lgFn0A","Columbia Restaurant","1241 Gulf Blvd","Clearwater Beach","FL","33767","27.95259"," -82.82910","4.0","1017","1","u'free'"," 'street': False","True","True","True","True"
"13538","B2Rk_FNhgFF-XOwesQw7FA","Pinchers","28330 Paseo Dr, Ste 185","Wesley Chapel","FL","33543","28.18819"," -82.34735","3.5"," 265","1","'free'"," 'street': True","True","True","True","True"
"13544","","","","","","","","","","","","","","","","",""
"13551","v1h5pa9k21vMLA2a_UCthg","Rizzoli's Pizza","2340 State Road 580","Clearwater","FL","33763","28.02014"," -82.74037","4.0"," 100","1","'free'"," 'street': False","True","False","True","True"
"13591","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","","","","","","","","","","","",""
"13598","x1ukXOcMHlzKmTmfNIjyLA","Asiatic Street Food & Noodle Bar","1600 E 8th Ave, Ste D101","Tampa","FL","33605","27.96063"," -82.44162","4.0"," 323","1","u'no'"," 'street': False","True","True","False","True"
"13605","g0cUlBQ2pGRxWtL6qwyeIg","Clear Sky Draught Haus","680 Main St","Dunedin","FL","34698","28.01561"," -82.78274","4.0"," 719","1","'free'"," 'street': False","True","True","True","True"
"13606","8:0-23:0","7:0-20:0","8:0-1:0","7:0-1:0","7:0-22:0","","","","","","","","","","","",""
"13607","l0HnMFb1sFJxvrqY0qb72w","Dublin House Pub","479 Seminole Blvd","Largo","FL","33770","27.91272"," -82.78768","4.0","   5","1","u'free'"," 'street': False","True","False","True","False"
"13608","","","","","","","","","","","","","","","","",""
"13636","hsU84UpInlNdejDpp-wNKQ","Bavaro's Pizza Napoletana & Pastaria","945 Central Ave","Saint Petersburg","FL","33705","27.77133"," -82.64787","4.0"," 277","1","u'free'"," 'street': True","True","True","True","True"
"13643","","","","","","","","","","","","","","","","",""
"13661","FAqFtRj94IHvqe9XAPpRew","Aqua","7627 W Courtney Campbell Cswy","Tampa","FL","33607","27.96814"," -82.56542","3.5"," 210","1","u'free'"," 'street': False","True","True","True","False"
"13694","14:0-3:0","14:0-3:0","14:0-3:0","14:0-3:0","12:0-3:0","12:0-3:0","","","","","","","","","","",""
"13695","MI7cUsPiQGYQRuQmn3MbtA","Boca - Tampa","901 W Platt St","Tampa","FL","33606","27.94190"," -82.46880","4.0"," 952","0","u'free'"," 'street': False","True","True","True","True"
"13702","u1uWs6f1NN_jMVIN-r-E-w","Carrabba's Italian Grill","3530 Tyrone Blvd","St. Petersburg","FL","33710","27.80394"," -82.74630","3.5"," 122","1","'no'"," 'street': None","True","True","True","True"
"13712","1vpoEtiwQq51BI21RtKiHA","Gilligan's","202 N Morgan St","Tampa","FL","33602","27.94729"," -82.45500","2.5","  18","0","u'free'"," 'street': True","True","True","True","False"
"13715","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","","","","","","","","","","",""
"13726","q0DsrrM2Cn63PsgUUlMnEw","Coastal Cantina & Grill","519 2nd St S","Safety Harbor","FL","34695","27.99016"," -82.69270","4.0","  54","1","u'no'"," 'street': False","True","True","True","True"
"13729","7FiUgTQ9dEUvrfxwn7dqQA","Sam Adams Pub","4200-5052 Airport Pkwy","Clearwater","FL","33762","27.90660"," -82.69080","2.5","  10","0","'free'"," 'street': False","True","False","True","False"
"13736","KU7XnbHB-EBOCbyXH0VVuQ","Dockside Dave's","14701 Gulf Blvd","Madeira Beach","FL","33708","27.79869"," -82.79797","4.0"," 644","1","'no'"," 'street': False","False","True","True","True"
"13752","","","","","","","","","","","","","","","","",""
"13762","","","","","","","","","","","","","","","","",""
"13773","bxnjcNGQmxAyoUfg5LXntw","Mori Sushi","1136 94th Ave N","Saint Petersburg","FL","33702","27.85684"," -82.64959","4.0"," 141","1","u'free'"," 'street': False","True","True","True","True"
"13782","Hk_4PwABgheX7VlWgJqsTw","Reboot","248 Scotland St","Dunedin","FL","34698","28.01117"," -82.79011","4.5","  38","1","u'free'"," 'street': True","True","True","True","False"
"13783","16:0-3:0","21:0-3:0","16:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","","","","","","","","","","",""
"13800","k79ygmdDxEDXtLlR_rPrmQ","Bella's Italian Café","1413 S Howard Ave, Ste 100","Tampa","FL","33606","27.92836"," -82.48393","4.0"," 570","1","'free'"," 'street': False","True","True","True","True"
"13816","LD0OCq7t8er4CCDR7tov7g","Bilmar Station","8501 W Hillsborough Ave","Tampa","FL","33615","27.99771"," -82.57949","4.0","  50","1","'free'","True","False","u'full_bar'","False"," 'romantic': False"
"13817","15:0-3:0","15:0-3:0","15:0-3:0","15:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","","","","","","","","","",""
"13852","k67rl4w58GIvmbTMnhTLaA","Ford's Garage","25526 Sierra Center Blvd","Lutz","FL","33559","28.19393"," -82.39422","4.0"," 507","1","'free'"," 'street': False","True","True","True","True"
"13857","GnZ4qiKC76D3rMAathmBkg","LP's Pub","904 N McMullen Booth Rd","Clearwater","FL","33759","27.97416"," -82.70952","3.5","  13","0","u'paid'"," 'street': False","True","True","True","False"
"13858","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","","","","","","","","","","","",""
"13884","4GXFK_FyQTZN7OUq_oXGvw","Jimmy John's","17521 Preserve Walk Ln","Tampa","FL","33647","28.12838"," -82.36869","3.5","  18","0","'no'"," 'street': False","False","True","True","True"
"13905","Ol4KW8Xx4lzPitSOw2ZdSA","Chili's","16420 State Rd 54","Odessa","FL","33556","28.18822"," -82.54514","2.5","  66","1","'no'"," 'street': None","True","False","True","True"
"13914","11:0-22:0","11:0-22:0","11:0-22:0","11:0-1:0","11:0-1:0","9:0-22:0","","","","","","","","","","",""
"13938","hakf1eVU_FdxikzAOlYs9Q","Beef 'O' Brady's","5546 Main St","New Port Richey","FL","34652","28.24989"," -82.72236","3.0","  39","1","u'free'"," 'street': False","True","True","True","True"
"13943","CG_NAd2OggmVEQjFOYsuTA","Martha's Family Restaurant","12019 US Hwy 92","Seffner","FL","33584","28.00287"," -82.29523","4.5"," 289","1","u'free'"," 'street': False","False","False","True","True"
"13961","AsMmX7njOzFkWsJQ1jMVCg","The Boozy Pig","3255 West Cypress St","Tampa","FL","33607","27.95230"," -82.49709","4.5"," 134","1","u'free'"," 'street': True","True","True","False","True"
"13996","wEdzUMaLE2ebYoe7Z0XGaA","Grimaldi's Pizzeria","253 Westshore Plz","Tampa","FL","33609","27.94628"," -82.52873","4.0"," 480","1","u'free'"," 'street': None","True","True","True","True"
"13997","z8MZGKqg79ih1www6azXyA","Villa Bellini Restaurant & Lounge","2930 Gulf To Bay Blvd","Clearwater","FL","33759","27.96103"," -82.71604","3.5"," 152","0","'free'"," 'street': False","True","True","True","True"
"14003","pSULno65Tj4xEN6SMN_EQA","Red Dog Bar & Grill","3311 W Bay To Bay Blvd","Tampa","FL","33629","27.91996"," -82.49810","3.5","  21","0","u'free'"," 'street': False","True","True","True","False"
"14020","X6ZkbbAwCcz-ML1iihsszw","Craft Street Kitchen Trinity","3216 Little Rd","Trinity","FL","34655","28.20469"," -82.66286","4.5"," 644","1","u'free'"," 'street': False","True","True","True","True"
"14023","IAnOWXTZjNNUSdt5kdFjmg","Shula Burger","4100 George J Bean Pkwy, Tampa International Airport","Tampa","FL","33607","27.98340"," -82.53234","2.5"," 107","0","'free'"," 'street': False","True","False","True","True"
"14044","2XFRm3DSYm6ULx0oPTpQCg","New Bamboo Express","5322 Kelly Rd","Tampa","FL","33615","27.99579"," -82.56515","3.5","  53","1","u'no'"," 'street': False","False","False","True","True"
"14045","-81BXpO5Fuk-RqCabS7LMw","Big Storm Brewery- Clearwater","12707 49th St N","Clearwater","FL","33762","27.88748"," -82.69962","4.0"," 273","1","u'free'"," 'street': False","True","True","True","True"
"14053","WeDn7iD1ckcEg7YttkduWg","Don Julio's Authentic Mexican Cuisine","2808 E Bearss Ave","Tampa","FL","33613","28.08097"," -82.42806","4.0"," 203","1","u'free'"," 'street': False","True","True","True","True"
"14055","hVi4_rFTj0fsbfxa4X4OAA","Costa's Restaurant","521 Athens St","Tarpon Springs","FL","34689","28.15455"," -82.76048","3.5"," 189","1","'no'"," 'street': False","True","True","True","True"
"14061","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","","","","","","","","","","",""
"14083","bpMv-FzY0RjaaNAxeZGXgw","Krazy Kup","101 E J Arden Mays Blvd","Plant City","FL","33563","28.01507"," -82.12278","4.5","  94","1","u'free'"," 'street': True","False","True","True","True"
"14084","","","","","","","","","","","","","","","","",""
"14094","mLsBTZoCV_Rae4pUfR7Ijg","Ocean Blue Sushi","2475 McMullen Booth Rd","Clearwater","FL","33759","28.01138"," -82.71093","4.0"," 108","1","u'free'"," 'street': None","True","True","True","True"
