"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.ByAppointmentOnly","attributes.BusinessAcceptsCreditCards","attributes.BikeParking","attributes.RestaurantsPriceRange2","attributes.CoatCheck","attributes.RestaurantsTakeOut","attributes.RestaurantsDelivery","attributes.Caters","attributes.WiFi","attributes.BusinessParking","attributes.WheelchairAccessible","attributes.HappyHour","attributes.OutdoorSeating","attributes.HasTV","attributes.RestaurantsReservations","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsAttire","attributes.Ambience","attributes.RestaurantsTableService","attributes.RestaurantsGoodForGroups","attributes.DriveThru","attributes.NoiseLevel","attributes.GoodForMeal","attributes.BusinessAcceptsBitcoin","attributes.Smoking","attributes.Music","attributes.GoodForDancing","attributes.AcceptsInsurance","attributes.BestNights","attributes.BYOB","attributes.Corkage","attributes.BYOBCorkage","attributes.HairSpecializesIn","attributes.Open24Hours","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions"
"A5yuKtKUuxEIA3wM45L4Hw","Top's China Buffet","1528 W Brandon Blvd","Brandon","FL","33511","27.93899"," -82.30750","2.0","  75","1","False","True","False","2","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","True",NA,"'none'","True","'casual'","{'touristy': None"," 'hipster': None"," 'romantic': None"," 'divey': False"," 'intimate': None"," 'trendy': None"," 'upscale': None"," 'classy': None"," 'casual': True}","True","True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"ft8R-SUePNtfrfWk_j3oKw","Lee Garden","8309 W Hillsborough Ave","Tampa","FL","33615","27.99702"," -82.57610","3.5","  48","0","False","True","True","1","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","False",NA,"'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True",NA,"'average'",NA,NA,NA
"lkcJsaB7TIRHDoWXO2wiqg","China Wok","2556 E Bearss Ave","Tampa","FL","33613","28.08732"," -82.45062","3.5","   6","1","False","False","False","0","False","False","False","False","False","False","False","False","False","False","False","False","u'none'","False","False","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,NA,NA,"u'quiet'",NA,NA,NA,NA,NA,NA,NA
"wRzr56vTHLkMhuJDKTdvdA","China Express","12023 Hwy 19 S","Hudson","FL","34667","28.33141"," -82.69937","3.0","  12","1","False","True","False","0","False","True","True","True","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","True",NA,NA,NA,"u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,NA,NA,NA,NA,NA,NA
"gw68ejeDgZZ2kCAHvFroNQ","Bento Asian Kitchen + Sushi","320 3rd St S, Ste 104","St Petersburg","FL","33701","27.76795"," -82.63684","3.5"," 142","1","False","True","False","2","False","True","True","True","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': True"," 'valet': False}","True","True","True","False","False",NA,"u'beer_and_wine'",NA,"u'casual'","{u'divey': None"," u'hipster': None"," u'casual': True"," u'touristy': False"," u'trendy': None"," u'intimate': None"," u'romantic': False"," u'classy': False"," u'upscale': False}",NA,"True",NA,"u'average'","{'dessert': None"," 'latenight': None"," 'lunch': None"
"UJITKMpzeFwupy7keVoLVw","New Shanghai Take Out","6133 State Road 54","New Port Richey","FL","34653","28.21720"," -82.71368","3.0","  13","1","False","True","True","2","False","True","True","True","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","False","True","False",NA,"u'none'","True","'casual'","{u'divey': None"," u'hipster': None"," u'casual': None"," u'touristy': None"," u'trendy': None"," u'intimate': None"," u'romantic': None"," u'classy': None"," u'upscale': False}","True","False",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"heYRwsl6JfpgePIkNVYXBQ","China Dragon","5677 Park St N","St. Petersburg","FL","33709","27.82336"," -82.75257","1.0","   9","1","False","False","False","0","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZUpYt2-9g7pDsgogaokfA","Hibachi Buffet","10421 Hwy 19 S","Port Richey","FL","34668","28.30842"," -82.70063","2.5","  39","0","False","True","True","1","False","True","False","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","True","False",NA,"'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"cvK0OlVuTT5FuoYOaI3t5A","Wasa Asian Cuisine Restaurant","508 N Franklin St","Tampa","FL","33602","27.94869"," -82.45867","3.0","  15","0","False","True","False","1","False","True","False","False","u'no'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","True","True","False","False","u'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}","True","True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"2U6Pe6rpw7YBjNLMWrzboA","China Chef","12468 State Rd 54","Odessa","FL","33556","28.18931"," -82.60892","3.5","  15","1","False","True","False","0","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,NA,NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"," 'dinner': False"," 'brunch': False"," 'breakfast': False}",NA
"EurtMI6FITq7KHmmO94pnA","Chef Li","4013 Tampa Rd, Ste 16","Oldsmar","FL","34677","28.03718"," -82.65728","4.0"," 168","1","False","True","True","1","False","True","True","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"False",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"hgR-K126rOncoZ_q-FjABA","Golden Wok China Buffet","1410 Missouri Ave N","Largo","FL","33770","27.93007"," -82.78674","3.0","  47","1","False","True","True","1","False","True","False","False","'no'","{u'valet': False"," u'garage': False"," u'street': None"," u'lot': None"," u'validated': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{u'divey': None"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}",NA,"True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"YiSmznpxIFwSg-GLX_-vjQ","Ho Ho To Go","2502 W Columbus Dr","Tampa","FL","33607","27.96650"," -82.48503","3.5","  38","1","False","True","False","1","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","None","True","False",NA,"'none'","False","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","False","False",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"Mei_c_5J6XQmaXgpfrmLGQ","Fushia Asian Bistro & Hot Pot Buffet","15317 Amberly Dr","Tampa","FL","33647","28.08926"," -82.40441","4.0"," 216","0","False","True","True","2","False","True","True","True","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","True","False","u'beer_and_wine'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': None"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}","True","True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"UG9yclkxBcsHFb9U2Q_WdQ","China Legend","4537 Gunn Hwy","Tampa","FL","33624","28.04994"," -82.51864","4.5","  30","1","False","True","False","0","False","True","False","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","True",NA,"u'none'","True",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False",NA,NA
"QMNGweCNIS4kYrUrUCPsuA","New China","17625 Gunn Hwy","Odessa","FL","33556","28.12730"," -82.57457","3.0","  15","1","False","False","False","0","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2XFRm3DSYm6ULx0oPTpQCg","New Bamboo Express","5322 Kelly Rd","Tampa","FL","33615","27.99579"," -82.56515","3.5","  53","1","False","True","True","2","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","True","False","False","u'none'","True","u'casual'","{'touristy': False"," 'hipster': None"," 'romantic': False"," 'divey': None"," 'intimate': None"," 'trendy': None"," 'upscale': False"," 'classy': False"," 'casual': None}","False","True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"W0gFUJeLGNrEAQFM4HYGjQ","Golden House","5622 US Hwy 19","New Port Richey","FL","34652","28.24107"," -82.72685","3.0","   6","0","False","True","False","1","False","True","False","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True",NA,"u'quiet'",NA,NA,NA
"_TKTiPOV97yJsRY40zI6xQ","China King","4941 E Busch Blvd, Ste 120","Tampa","FL","33617","28.03204"," -82.40294","4.5","  23","1","False","True","True","2","False","True","False","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,NA,"True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"
"r2uNRr2oookWMN3TST7uqg","Kampong Asian Market Resaurant","14380 N Dale Mabry Hwy","Tampa","FL","33618","28.07851"," -82.50797","4.0","  40","0","False","True","True","2","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","True",NA,"'full_bar'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"QotZ7sVd6MMKTM5QBY0RsA","Pineapple Rice","2510 N Mcmullen Booth Rd, Ste B","Clearwater","FL","33761","28.01237"," -82.71142","3.5","  35","0","False","True","True","1","False","True","True","True","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"u'quiet'",NA,NA,NA
"nm--zdNL0zWvUNE2uMK5_Q","Bunga Raya Restaurant & Sushi Bar","4952 Ridgemoor Blvd","Palm Harbor","FL","34685","28.10059"," -82.69141","4.0"," 133","1","False","True","True","2","False","True","True","True","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","None","True","True",NA,"'beer_and_wine'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': None"," 'divey': False"," 'intimate': None"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': True}",NA,"True",NA,"'quiet'","{'dessert': None"," 'latenight': False"," 'lunch': True"
"zC_2cSAkMKkSAykOk72LcA","Alésia Restaurant","7204 Central Ave","Saint Petersburg","FL","33707","27.77068"," -82.73819","4.5"," 293","1","False","True","True","2","False","True","True","True","'no'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","None","True","True","True","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': True"," 'upscale': False"," 'classy': True"," 'casual': False}","True","True",NA,"u'average'","{'dessert': None"," 'latenight': False"," 'lunch': True"
"b2egw7DXjck9sKYcBc4NCQ","Top China","13306 Telecom Dr","Tampa","FL","33637","28.06829"," -82.37520","4.0","  22","1","False","True","True","1","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,NA,"True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"Kn2oU3Hc-rUI09iNX9zUaw","New China","6438 Massachusetts Ave","New Port Richey","FL","34653","28.25756"," -82.70779","2.5","   7","1","False","True","True","1","False","True","True","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","None","False","False",NA,"u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,"u'average'",NA,NA,NA
"8cYK2gjSlon-sXhzFR46XQ","No 1 Kitchen","9674 US Hwy 19","Port Richey","FL","34668","28.29831"," -82.70575","2.5","  12","1","False","True","False","1","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","False","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"'quiet'",NA,NA,NA
"-0EdehHjIQc0DtYU8QcAig","New Tung Tung Two Restaurant","7040 Land O Lakes Blvd","Land O Lakes","FL","34638","28.26015"," -82.47482","3.0","  35","1","False","True","False","0","False","True","True","False","False","False","False","False","False","True","False","False","False","False","False","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,NA,NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"," 'dinner': False"," 'brunch': False"," 'breakfast': False}",NA
"2a6tP2bpH8ga5V5XZVUdtA","China Gourmet","30032 County Line Rd","Wesley Chapel","FL","33543","28.17956"," -82.31964","4.5","  57","1","False","True","True","1","False","True","False","False","'no'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","False","True","False","True","'none'","True","'casual'","{u'divey': False"," u'hipster': False"," u'casual': True"," u'touristy': None"," u'trendy': None"," u'intimate': None"," u'romantic': False"," u'classy': None"," u'upscale': None}","True","False",NA,"u'quiet'","{u'breakfast': None"," u'brunch': None"," u'lunch': None"
"Kfd5R_3t4LI4el1D9YhkQw","Chopstix Chinese restaurant","11068 Spring Hill Dr","Spring Hill","FL","34608","28.46013"," -82.54161","2.5","  14","1","False","True","False","1","False","True","True","False","False","False","False","False","False","False","False","False","False","True","'casual'",NA,NA,"True",NA,"u'average'","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3Y2T7lPYmmCMiYzT4a4Xqg","China Dragon","9840 Little Rd","New Port Richey","FL","34654","28.29809"," -82.67065","3.0","  17","1","False","True","True","1","False","True","True","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,"u'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"jA7MZB1aMgQaiNzIdhkwZg","Umami Sushi","17677 N Dale Mabry Hwy","Lutz","FL","33548","28.12648"," -82.50091","4.5"," 317","1","False","True","True","2","False","None","True","False","u'free'","{'garage': True"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","None","False","True","False","u'beer_and_wine'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': None"," 'divey': False"," 'intimate': None"," 'trendy': None"," 'upscale': None"," 'classy': True"," 'casual': True}","True","True",NA,"'average'","{'dessert': None"," 'latenight': False"," 'lunch': True"
"7CBSiZPyF9U8RzrMc2eopg","Kings Wok","36516 State Rd 54","Zephyrhills","FL","33541","28.22866"," -82.21275","4.5","  25","1","False","True","False","1","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","False","False",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"nsPBfVQnmNRuYmiyJiP9Lg","China 1","4645 Sunray Dr","Holiday","FL","34690","28.19908"," -82.73844","3.5","  54","1","False","True","True","2","False","True","True","False","'no'","{'garage': False"," 'street': None"," 'validated': None"," 'lot': None"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","u'casual'","{'touristy': None"," 'hipster': None"," 'romantic': None"," 'divey': None"," 'intimate': False"," 'trendy': None"," 'upscale': None"," 'classy': None"," 'casual': None}","False","False",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"lTlmf9NzK4UvVPJtjNH9Iw","China 1","1875 N Highland Ave","Clearwater","FL","33755","27.98793"," -82.77498","3.5","  25","1","False","True","False","1","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","False","True","True",NA,"'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"False",NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"
"Boef1DnzcWfwhgMqyDIJlA","Royal Super Buffet","9550 US Hwy 19, Ste 1","Port Richey","FL","34668","28.29609"," -82.70650","2.0","  51","0","False","True","True","2","False","True","False","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","True","True",NA,"u'average'",NA,NA,NA
"PrRZhBIzflSYeNd8LTllOA","China One","33389 US Hwy 19 N","Palm Harbor","FL","34684","28.07566"," -82.73853","4.0","  22","1","False","True","False","1","False","True","False","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,NA,"True",NA,"{u'divey': None"," u'hipster': None"," u'casual': None"," u'touristy': None"," u'trendy': None"," u'intimate': None"," u'romantic': None"," u'classy': False"," u'upscale': None}",NA,"False",NA,NA,"{u'breakfast': None"," u'brunch': False"," u'lunch': None"
"JP7XVvnTXdrolA7zhPRsfw","New Hong Kong","1901 West Bay Dr","Largo","FL","33770","27.91641"," -82.80706","2.5","  11","1","False","True","False","1","False","True","True","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,NA,NA,"u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'quiet'",NA,NA,NA
"mknb7_uf8OuWs4Byac7nkw","Asiana Bistro","228 Oakfield Dr","Brandon","FL","33511","27.93453"," -82.28801","4.5","  24","0","False","True","True","1","False","True","False","True","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,NA,"True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': False}","True","True",NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"
"Z_EDmpv0JkmsjEmpxTAQlQ","china wok","36115 East Lake Rd S","Palm Harbor","FL","34685","28.10095"," -82.69262","2.5","   9","1","False","True","True","0","False","True","True","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","True","True","False","False","u'none'",NA,NA,NA,"False",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA
"_6BPCsncWRTAXs-8B5PAow","Panda Express","501 Brandon Town Center Dr","Brandon","FL","33511","27.92817"," -82.32562","2.5","   7","0","False","True","False","1","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,NA,"True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True","True",NA,NA,NA,NA
"239tY1FTov3pnbZbx4pdwQ","China Taste","3967 Van Dyke Rd","Lutz","FL","33558","28.12928"," -82.50479","3.0","  25","1","False","True","False","1","False","True","True","False","False","{u'valet': False"," u'garage': False"," u'street': None"," u'lot': None"," u'validated': None}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{u'divey': None"," u'hipster': False"," u'casual': None"," u'touristy': None"," u'trendy': None"," u'intimate': None"," u'romantic': False"," u'classy': False"," u'upscale': None}","False","False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"mxwl32UbaeKfMjUXg7bqog","Sushiko Japanese Restaurant","19050 Bruce B Downs Blvd","Tampa","FL","33647","28.14547"," -82.35417","3.5","  37","0","False","True","False","2","False","True","False","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","True",NA,"u'beer_and_wine'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True",NA,"u'quiet'",NA,NA,NA
"QmLn8zqY49r9WUsKbnmLBA","New Bamboo","2612 Bayshore Blvd","Dunedin","FL","34698","28.05065"," -82.78161","3.5","  28","1","False","True","False","1","False","True","True","False","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","False","False","True","False","u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","False","True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"bKRR2ZsN4r46uuFuTu45pg","Lin's Garden","11237 Causeway Blvd","Brandon","FL","33511","27.92142"," -82.32443","3.5","  30","1","False","True","True","1","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","False","True","False",NA,"u'none'","True","u'casual'","{'touristy': None"," 'hipster': None"," 'romantic': False"," 'divey': None"," 'intimate': None"," 'trendy': None"," 'upscale': None"," 'classy': None"," 'casual': None}","False","True",NA,"u'average'","{'dessert': None"," 'latenight': None"," 'lunch': True"
"hxJ47I__S_gx3z1_yEC0cA","Panda Express","10771 Big Bend Rd.","Riverview","FL","33579","27.79178"," -82.32969","1.5","  29","1","False","False","False","1","False","True","True","True","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","False","False",NA,NA,NA,NA,"{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,NA,"True",NA,NA,NA,NA
"rBg8-JqiA-Xg5a7FIa4z7Q","China Wok","5313 Village Market","Wesley Chapel","FL","33544","28.23416"," -82.35165","3.5","  45","1","False","True","True","1","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': None"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"h1BKB0Tj6bjKcUBdpQrKFw","Boil Spot","1120 E Fowler Ave","Tampa","FL","33612","28.05506"," -82.44724","4.0","  89","1","False","True","False","2","False","False","False","False","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","False","True","False","False","u'beer_and_wine'","True",NA,"{u'divey': False"," u'hipster': False"," u'casual': True"," u'touristy': None"," u'trendy': None"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}","True","True",NA,"u'average'","{'dessert': None"," 'latenight': None"," 'lunch': None"
"LosVSCbRogDA8xSRSMrfNw","China Express","919 Lithia Pinecrest Rd","Brandon","FL","33511","27.92456"," -82.26959","3.5","  49","1","False","True","True","2","False","True","True","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': False}","True","True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"s8VzuT7NnXPpCIjSzax_1g","Palace of the Orient","10425 Park Blvd","Seminole","FL","33772","27.84003"," -82.78357","3.0","  10","0","False","True","False","2","False","True","True","True","u'paid'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"'full_bar'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"u'quiet'",NA,NA,NA
"HhcLmjO4OltuaqS2mOe8FA","China Taste","1901 West Bay Dr, Ste 3","Largo","FL","33770","27.91641"," -82.80706","3.5","  26","1","False","True","False","1","False","True","True","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,NA,"False","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
